City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
353,leshukonskoye,68,RU,1518819203,80,64.9,45.76,12.4,5.64
354,nisia floresta,40,BR,1518814800,94,-6.09,-35.21,77.0,10.29
355,mpika,64,ZM,1518819204,92,-11.84,31.4,64.96,3.78
356,sambek,92,RU,1518819204,96,47.34,39.02,32.87,10.45
357,ugoofaaru,36,MV,1518818934,99,5.67,73.0,82.28,11.61
358,gohana,0,IN,1518819205,82,29.14,76.7,58.57,9.15
359,alekseyevsk,68,RU,1518819205,74,57.84,108.35,-3.58,4.56
360,great falls,90,US,1518817980,76,47.5,-111.29,32.0,21.92
361,sisimiut,56,GL,1518819206,63,66.94,-53.67,-14.56,1.5
362,paita,40,PE,1518814800,69,-5.09,-81.11,77.0,9.17
363,port lincoln,20,AU,1518818974,100,-34.72,135.86,58.84,2.51
364,hammerfest,0,NO,1518817800,72,70.66,23.68,24.8,3.36
365,jalu,0,LY,1518819208,65,29.03,21.55,54.38,12.12
366,paamiut,8,GL,1518819209,100,61.99,-49.67,17.84,14.58
367,san luis,24,AR,1518819210,28,-33.3,-66.34,95.11,7.36
368,vagur,32,FO,1518819211,95,61.47,-6.81,45.74,15.41
369,vila do maio,75,CV,1518814800,82,15.13,-23.22,68.0,12.75
370,klaeng,0,TH,1518819212,100,12.78,101.65,77.11,4.74
371,fujin,0,CN,1518819212,71,47.24,132.03,-5.74,11.45
372,duncan,90,US,1518818160,42,34.5,-97.96,44.6,13.87
373,lakselv,75,NO,1518817800,92,70.05,24.96,12.2,2.28
374,blackwater,44,GB,1518817800,86,51.33,-0.78,41.0,5.82
375,teguldet,88,RU,1518819215,76,57.31,88.17,5.42,5.91
376,wana,0,PK,1518819216,50,32.31,69.59,27.16,3.06
377,laredo,1,US,1518818160,54,27.51,-99.51,86.0,9.17
378,nombre de dios,75,MX,1518814020,20,23.85,-104.24,77.0,4.7
379,quelimane,0,MZ,1518819218,86,-17.88,36.89,80.93,9.78
380,alofi,40,NU,1518814800,65,-19.06,-169.92,82.4,18.34
381,mount pleasant,90,US,1518818160,58,33.16,-94.97,57.2,5.82
